OBJECTID,CAPTURE_ACCURACY,EQUIPMENT,DESCRIPTION,STATUS,OBJECT_TYPE_DESCRIPTION,Shape__Length
308,2,100035367,Mt. Bealey Track,OPEN,Tramping Track,1435.24922523986
309,6,100035368,IRON BARK TO WAIOKOTORE VIA OHUTU RIDGE,OPEN,Tramping Track,6683.76255491658
310,6,100035369,Totara Walk Pelorus Bridge,OPEN,Short Walk,811.981262823695
311,6,100035371,MACKINTOSH HUT TO KAWEKA HUT SITE TK JTN,OPEN,Tramping Track,4480.65775743413
312,2,100035372,Karamea Bend Hut to Crow River,OPEN,Tramping Track,9379.90224023742
313,2,100035373,SIX FOOT TK - MAKOMAKO HUT TO RUA'S TK J,OPEN,Tramping Track,7366.47327847744
314,5,100035374,HOLLYFORD TK - NTH END L MCKERROW TO MCK,OPEN,Tramping Track,22369.4837964087
315,5,100035375,Karangarua Valley route,OPEN,Route,24115.2641861925
316,2,100035376,LAKE ALTA TK,OPEN,Tramping Track,1195.00730261974
317,2,100035377,Warikanui Route,OPEN,Tramping Track,1328.45243041128
318,2,100035378,Pakihi Walk,OPEN,Short Walk,487.723217249687
319,6,100039432,OKIWI BAY HALF MOON TRACK,CLSD,Tramping Track,13845.9013716635
320,2,100039492,HUMP RIDGE TK- FLAT CRK TO OKAKA JCN,OPEN,Easy Tramping Track,8168.70905456326
321,2,100039493,HUMP RIDGE - OKAKA HUT TK,OPEN,Easy Tramping Track,1543.01890498176
322,2,100039494,THTT-EDWIN BURN/OKAKA TK JCN,OPEN,Easy Tramping Track,9064.18674216453
323,6,100039496,OKUPE VALLEY LOOP TRACK,OPEN,Walking Track,3758.97115442141
324,6,100039502,Four Brothers Walk,OPEN,Walking Track,583.526132791159
325,2,100039508,OBELISK LOOP TRACK,OPEN,Tramping Track,9806.1949907737
326,6,100039537,KELLY KNIGHT HUT TRACK TO WOODEN PEG,OPEN,Tramping Track,2242.83961536933
327,6,100039595,Pataua Track,OPEN,Walking Track,492.404964890303
328,2,100039596,MAHURANGI ISLAND TRACK,OPEN,Walking Track,975.570708685725
329,2,100039597,GOLDEN HILLS BATTERY SHORT WALK,OPEN,Short Walk,1053.17713354815
330,2,100039598,PUKETUI WALK,OPEN,Walking Track,873.393807784558
331,2,100039607,PA RD TRACK,OPEN,Walking Track,158.005405291559
332,6,100039615,GLADSTONE ROAD TO MAHAHIKA BUSH EDGE,OPEN,Tramping Track,1675.64229647735
333,2,100039685,GRAVEYARD TO BUTCHERS POINT TRACK,OPEN,Walking Track,4213.3483525114
334,5,100039690,APARIMA HUT TO PRINCHESTER SADDLE TRACK,OPEN,Tramping Track,11459.5960140807
335,6,100039747,WHAKAHORO LANDING TRACK (RETARUKE RIVER,OPEN,Great Walk,28.3944460573101
336,6,100039748,PUNIWHAKAU TO MATEMATEAONGA LINK TRACK,OPEN,Tramping Track,4364.58506948553
337,2,100039763,Tunnel Creek Track,OPEN,Tramping Track,2380.68466327001
338,2,100039764,HAMILTON - VALLEY TRACK,OPEN,Tramping Track,3563.15169858908
339,6,100039765,THUMB - WAIPAWA TRACK,OPEN,Tramping Track,5936.88069451278
340,2,100039772,Controlled Mine Base Track,CLSD,Walking Track,1491.07491380245
341,2,100039789,HEATHER JOCK LOOP TRACK,OPEN,Tramping Track,3349.19524198537
342,6,100039790,POH TO DESERT RD TRACK,OPEN,Tramping Track,4425.79701688853
343,5,100039813,LUXMOORE CAVES TRACK,OPEN,Great Walk,542.017049884106
344,6,100039827,WASHPOOL HUT TO PARARARAKI HUT,OPEN,Tramping Track,3827.16164123725
345,6,100039836,WAIKAMAKA HUT TO WAIPAWA FORKS HUT,OPEN,Tramping Track,3993.28046241763
346,6,100039857,WAIHORA LAGOON TRACK,OPEN,Walking Track,672.520970224441
347,2,100039911,OKIATO WALK,OPEN,Short Walk,126.997797247609
348,2,100039981,Water Race Link Track,OPEN,Walking Track,1582.03660678597
349,2,100039982,Third Branch Track,OPEN,Walking Track,739.40028497823
350,2,100039987,FOUR SISTERS WALK,CLSD,Short Walk,586.560890300256
351,6,100040060,Tawa Walk Pelorus Bridge,OPEN,Short Walk(disabled),1103.32114694385
352,6,100040080,ELDER HUT TO ASTON,OPEN,Tramping Track,2646.65984649042
353,2,100040161,WAIMAMAKU COASTAL TRACK (DV),OPEN,Walking Track,9472.0364873009
354,4,100040179,Waitangitoana Wetland Walk,OPEN,Short Walk(disabled),259.749931463478
355,4,100040182,RUAKAKA PIPELINE ROAD TRACK.,OPEN,Walking Track,3456.26925752422
356,5,100040189,TARAWERA GOLDMINE TRACK,OPEN,Track - historic,25.7517734454471
357,5,100040193,GEORGE BAY TRACK PORTAGE,OPEN,Route,454.487783514652
358,2,100040200,Scotts Saddle Track,OPEN,Tramping Track,4288.63575834502
359,6,100040227,WAIKAWA RECREATION AREA LOOP WALK,OPEN,Walking Track,560.620728248942
360,6,100040228,CARPARK TO KAITAWA STREAM MILL SITE,OPEN,Tramping Track,1345.20727436234
361,2,100040229,Wilson's Park Track,OPEN,Walking Track,1308.41751894311
362,6,100040291,WAIMA MAIN RANGE TRACK,OPEN,Tramping Track,14098.2836981712
363,6,100040292,TAITA BRIDLE TRACK,OPEN,Tramping Track,4005.27446378469
364,2,100040317,DAWSON FALLS POWER STATION WALK,OPEN,Short Walk(disabled),50.1080703889941
365,2,100040341,WEKAWEKA TRACK,OPEN,Tramping Track,3294.14897792652
366,1,100040369,South Side River Walk,OPEN,Short Walk,282.018314862218
367,5,100040410,Rough Creek Track,OPEN,Easy Tramping Track,2796.22369567358
368,2,100040412,Last Creek Track,OPEN,Tramping Track,4123.46890889965
369,2,100040418,Motukarara to Birlings Flat Track,OPEN,Walking Track,13336.4621785276
370,6,100040421,TRACK   RAKIURA NP GATEWAY,OPEN,Walking Track,101.969294656915
371,6,100040422,SHERIDAN CREEK RAIL TRACK,OPEN,Track - historic,1616.52035050245
372,6,100040425,CAVE TRACK,OPEN,Walking Track,152.112647108401
373,2,100040429,Camp Creek Route,OPEN,Route,6020.76342410752
374,2,100040430,Cone Ck - Elizabeth Hut Route,OPEN,Route,4017.55812607341
375,2,100040431,Top Trent - Elizabeth Route,OPEN,Route,5652.63840917675
376,2,100040446,POOLBURN TUNNELERS CAMP TRACK,OPEN,Walking Track,89.5831744400122
377,6,100040448,"Rotary Ride, Spa Park to Huka Falls",OPEN,Walking Track,4889.66987837672
378,6,100040465,WAIHORA TRACK,OPEN,Tramping Track,3907.80978845131
379,2,100040474,WAIPAPA LOOP TRACK,OPEN,Tramping Track,2130.10021789199
380,2,100040500,QUARTZ REEF POINT TRACK,OPEN,Walking Track,1106.28242124585
381,2,100040504,MT ROBERT VIEWPOINT TRACK,OPEN,Walking Track,170.804241993871
382,2,100040507,UPPER CLUTHA RIVER TRACK,OPEN,Walking Track,18192.860968584
383,6,100040575,SEAWARD VALLEY TRACK,CLSD,Tramping Track,2608.92338834509
384,2,100040589,PORT CRAIG HISTORIC TRAIL,OPEN,Easy Tramping Track,544.104633732526
385,2,100040592,Herekino Forest Rd/Veza Rd Track,CLSD,Tramping Track,5473.78707190808
386,6,100040593,Maungaorangi Track,OPEN,Route,8761.83624046516
387,2,100040609,NGATORO LOOP TRACK,OPEN,Walking Track,756.871348013499
388,2,100040612,MANGAORAKA - WAIWHAKAIHO LINK TRACK,OPEN,Tramping Track,507.796488962164
389,2,100040615,Kaharoa Track,OPEN,Tramping Track,1131.94701722706
390,5,100040619,Arahura Track to Newton Creek Hut,OPEN,Route,1780.0588115818
391,6,100040657,Benmore Range easement,OPEN,Route,8476.61541005225
392,2,100040678,Staveley Kiln Track,CLSD,Walking Track,606.504108570827
393,6,100040682,OMAKA ROUTE,OPEN,Route,2049.32930811492
394,2,100040683,BIG BUSH MTB TRAIL,OPEN,Mountain Bike Track,5695.93915683337
395,2,100040731,Rainbow Mtn - Crater Lakes Track,OPEN,Short Walk,46.1457310373938
396,6,100040751,POUTAKI TRACK,OPEN,Tramping Track,1951.03944160841
397,2,100040788,OPUA KAURI WALK,OPEN,Walking Track,386.158042874148
398,2,100040797,ST ARNAUD RANGE TRACK - TOP SECTION,OPEN,Tramping Track,698.742668541155
399,6,100040799,CASCADE TRACK - UPPER SECTION,OPEN,Tramping Track,1548.26172324456
400,5,100040832,Myra's Track,OPEN,Tramping Track,2221.23042440289
401,2,100040834,Croesus-Moonlight Route,OPEN,Route,7231.78657453498
402,6,100040836,Three Mile Stream Route,OPEN,Route,4776.87815745127
403,3,100040837,Jollie Brook Link Track,OPEN,Tramping Track,2738.47366908822
404,5,100040843,UPPER UPUKERORA RIVER TO ARMY HUT,OPEN,Route,4055.66483281778
405,6,100040848,BELLBIRD WALK (NLNP),OPEN,Short Walk(disabled),434.564105210619
406,6,100040912,PAUANUI TO FLAT ROCK SHORT WALK,OPEN,Short Walk,538.244899753349
407,6,100040913,Pauanui Trig Track,OPEN,Tramping Track,3669.97579342762
408,5,100040914,RED BRIDGE WALK,OPEN,Walking Track,1736.2060091474
409,6,100040915,EASTERN STREAM WALK,OPEN,Short Walk,398.104521879235
410,2,100040916,KAURI BLOCK WALK,OPEN,Walking Track,1499.87812335384
411,2,100040931,HOKONUI MOUNTAIN BIKE TRACK,OPEN,Tramping Track,7229.32118381449
412,2,100040941,COME IN TIME BATTERY TRACK,OPEN,Walking Track,274.102215718071
413,2,100040968,"Te Araroa Track, Govan Wilson Rd To Dome",OPEN,Tramping Track,7653.03051630734
414,2,100041033,Climbing Boulder Track,OPEN,Walking Track,225.593147659459
415,1,100041052,Peter's Pool short walk,OPEN,Short Walk(disabled),533.731046226831
416,2,100041101,WAIHAHA HUT TRACK,OPEN,Tramping Track,7267.15351850921
417,2,100041116,LOOP TRACK,OPEN,Walking Track,3248.60595089225
418,2,100041134,MILFORD FORESHORE WALK,OPEN,Short Walk(disabled),608.574408318504
419,6,100041176,MOSS PASS ROUTE (DURVILLE SIDE),OPEN,Route,1517.95995267726
420,2,100041195,TRAVERS SADDLE TRACK (TRAVERS SIDE),OPEN,Tramping Track,3276.44736567966
421,2,100041265,RAWHITI CAVES TRACK,OPEN,Walking Track,1590.88281515224
422,2,100041286,Tunnel Terrace Walk,OPEN,Walking Track,710.871134309094
423,2,100041366,WAITAWHETA PIPELINE WALK,OPEN,Walking Track,3068.49136970264
424,6,100041477,PAKIHORE RIDGE TRACK,OPEN,Tramping Track,4478.74516054961
425,6,100041478,SIX DISCS TRACK,OPEN,Tramping Track,1263.93644362618
426,2,100041535,WYE ROUTE,OPEN,Route,14902.7397645415
427,2,100041537,DUCKPOND LOOP MTB TRAIL,OPEN,Mountain Bike Track,4146.7938411832
428,2,100041538,PROSPECT HILL TRACK,OPEN,Tramping Track,10064.9624821411
429,2,100041539,THE SISTERS TRACK,OPEN,Tramping Track,4060.57311525829
430,2,100041553,FLADGATE WALKING TRACK,OPEN,Walking Track,514.513689663034
431,6,100041569,Boat Landing Track,OPEN,Walking Track,106.729412130338
432,2,100041624,NORTH EGMONT NATURE WALK,OPEN,Short Walk,346.138286056994
433,2,100041625,CONNETT LOOP TRACK,OPEN,Short Walk,576.30711845889
434,6,100041815,NAPOLEAN ROUTE,CLSD,Tramping Track,6061.60166390922
435,6,100041931,WAIHOPAI ACCESS ROUTE,OPEN,Tramping Track,16219.8439741989
436,2,100041945,Te Arai/Herekino Forest Rd Track,CLSD,Tramping Track,5472.57138771286
437,3,100041961,RossWalk-BellTower2MtGreenlandRdViaCrpk,OPEN,Walking Track,161.046616804107
438,6,100042026,OPITO PA HISTORIC RESERVE WALK,OPEN,Walking Track,329.99383931607
439,2,100042071,PUKAHUNUI TRACK (ROAD TO UPPER WHIRI TRA,OPEN,Tramping Track,5040.67052374783
440,6,100042233,Pelorus Br Circle Loop Track,OPEN,Short Walk,1189.71452901481
441,2,100042299,"Millennium Track ""The River Track""",OPEN,Walking Track,11229.6548323114
442,2,100042460,TE KOPIA ACCESS TRACK (HANDCOCK ROAD),OPEN,Route,2612.73426642593
443,2,100042843,MOKE LAKE LOOP TRACK,OPEN,Walking Track,4897.24576054829
444,2,100042845,TE KERE HAKA WALKING TRACK,OPEN,Walking Track,2444.08183846402
445,2,100042849,BUTCHERS DAM LOOP TRACK,OPEN,Walking Track,1657.47945282491
446,2,100042850,MT IDA IRRIGATION RACE TRACK,OPEN,Walking Track,18367.4807166637
447,5,100042896,Gunn Ridge route,OPEN,Route,2006.92166767705
448,2,100042897,Wood's Mill tk,OPEN,Tramping Track,4222.79923762672
449,2,100042898,KAIMAI SUMMIT LOOP TK,OPEN,Tramping Track,379.806837741785
450,2,100042992,GLENROY WATER RACE TRACK,OPEN,Tramping Track,4895.49078432957
451,2,100042994,ALL NATIONS/SYLVIA CREEK TRACK,OPEN,Tramping Track,657.294540212601
452,2,100042995,DYNAMO TRACK,OPEN,Tramping Track,2768.77976552
453,6,100043035,W A MILLER SR TRACK,OPEN,Walking Track,495.551421470398
454,6,100043058,GIBBS WALK,OPEN,Short Walk,307.964549431944
455,2,100043059,VISITOR CENTRE - KERR BAY TRACK,OPEN,Short Walk,249.915011159682
456,6,100043064,STONY BAY FISHING T'TRACK,CLSD,Tramping Track,1859.50329248158
457,2,100043076,Big Tree Walk,OPEN,Short Walk,632.188211454678
458,6,100043084,SPEARGRASS-ANGELUS ROUTE,OPEN,Tramping Track,3974.57434371116
459,6,100043085,Shag Point Track,OPEN,Tramping Track,25.0593584165203
460,2,100043096,OMEO GULLY TRACK,OPEN,Tramping Track,9270.14149755802
461,2,100043127,Rockvale Track,OPEN,Tramping Track,4572.39237990264
462,3,100043171,Gillespies Beach Miners Cemetery Walk,OPEN,Short Walk,144.360728931204
463,6,100043172,MARUIA FALLS TK,OPEN,Short Walk,128.873352757676
464,5,100043177,Callery Gorge walk,OPEN,Walking Track,2485.1508045769
465,6,100043259,MT BRUCE NWC TRACKS,OPEN,Walking Track,856.484973210111
466,2,100043276,RUAPEKAPEKA  WALK,OPEN,Short Walk,1424.11275567033
467,2,100043394,Brookdale Track,OPEN,Tramping Track,3717.36225729786
468,6,100043396,March Creek Track,OPEN,Tramping Track,4170.08452110861
469,5,100043806,TE HAUA URA TRACK. STREAM TRACK,OPEN,Tramping Track,3306.38870495006
470,2,100043808,TRACK - COL-LYALL SADDLE TRACK,OPEN,Tramping Track,11661.9735856103
471,2,100043810,TRACK GARDEN COVE TO SOUTHEAST HARBOUR,OPEN,Tramping Track,5561.25433686555
472,2,100043811,TRACK N W BAY - PENGUIN BAY - FENCE LINE,OPEN,Route,8988.54616880766
473,2,100043896,WHARAWHARA LINK TK,OPEN,Tramping Track,2162.30596568698
474,2,100043897,Henderson Tramline tk (North Branch),OPEN,Tramping Track,4505.25080687448
475,2,100043927,TRACK TO MOUBRAY HUT,OPEN,Route,7205.96306631316
476,2,100043929,HIGH TIDE TRACK AT LITTLE RIVER,OPEN,Easy Tramping Track,370.844190138089
477,6,100043997,OWHAROA/VICTORIA BATTERY/WAIKINO WALK,OPEN,Walking Track,1176.47734898293
478,6,100043998,VICTORIA BATTERY WALK,OPEN,Walking Track,624.996113515088
479,2,100043999,WAIMAMA BAY WALK,OPEN,Walking Track,853.060888622121
480,6,100044000,OPOUTERE BEACH TK,CLSD,Walking Track,1870.16456050062
481,2,100044001,GEM OF THE BOOM SHORT WALK,OPEN,Short Walk,260.969966280537
482,6,100044002,POHUTUKAWA GROVE BEACH SHORT WALK,OPEN,Short Walk,153.521103607882
483,2,100044003,WHENUAKITE KAURI LOOP WALK,OPEN,Walking Track,807.470928024975
484,2,100044004,HAHEI BEACH SHORT WALK,OPEN,Short Walk,645.127084951727
485,6,100044005,Waitomo Walk,OPEN,Walking Track,3493.11549290592
486,2,100044119,MANGAPOHUE TK,OPEN,Short Walk,859.172062327317
487,2,100044163,TAHEKE TRACK,OPEN,Walking Track,2355.60930306795
488,2,100044164,MT MANAIA TK,OPEN,Walking Track,1823.82148220095
489,2,100044165,OTAIKA W/WAY,OPEN,Walking Track,4595.58028508979
490,2,100044166,WAIPU CAVES W/WAY,OPEN,Walking Track,1747.25978014136
491,2,100044169,FLAGSTAFF HILL LOOP TK,OPEN,Walking Track,1350.78609995395
492,2,100044170,FLAGSTAFF TO SUNDIAL WALK,OPEN,Short Walk,113.512883659346
493,2,100044171,"HARRISON RESERVE TK, OPUA",CLSD,Walking Track,1042.25355242034
494,2,100044172,MOTURUA ISLAND WALK,OPEN,Walking Track,4036.88487235187
495,6,100044173,Kohuroanaki Skyline Track,OPEN,Tramping Track,7829.11370924057
496,2,100044177,WAIRAKAU STREAM TRACK,OPEN,Easy Tramping Track,5277.15866602179
497,2,100044178,DUKES NOSE TRACK,OPEN,Easy Tramping Track,592.948932759875
498,2,100044179,WAIPOUA COASTAL TRACK  (BCA),CLSD,Tramping Track,20380.1650638458
499,2,100044180,KAI IWI LAKES COASTAL TRACK (BCA),OPEN,Tramping Track,6043.57993619361
500,2,100044185,OMARU FALLS TK,OPEN,Walking Track,1696.98944818293
501,6,100044186,GRAND CANYON TK,OPEN,Walking Track,168.750818038352
502,2,100044187,WAITANGURU TK,OPEN,Short Walk,221.775842525747
503,3,100044188,TE RAUMAUKU TK,OPEN,Tramping Track,385.550230362755
504,2,100044190,CENTRE NTH ISLAND TK,OPEN,Short Walk,249.899209629284
505,2,100044191,"RIMU TK, PUREORA",OPEN,Walking Track,1539.58071742213
506,2,100044192,MT PUREORA TK,OPEN,Walking Track,2556.33337655538
507,6,100044193,Bridal Veil Falls Walk- Wheelchair Sect,OPEN,Short Walk(disabled),549.725318923882
508,2,100044194,Maungakawa Walk,OPEN,Short Walk,1141.35644845728
509,2,100044195,Hakarimata 3- Waingaro Section,OPEN,Walking Track,2929.56907250969
510,2,100044196,Kauri Loop Walk- Hakarimata,OPEN,Walking Track,2244.82572783793
511,6,100044232,CORBETT LAKE SR TK,OPEN,Walking Track,272.648652734521
512,6,100044233,HAPUPU HISTORIC RESERVE TRACK,OPEN,Walking Track,417.154484555237
513,6,100044234,KOHEKOHE WALK - KAKARIKI GROVE TO TUI C,OPEN,Walking Track,1023.48348492029
514,2,100044242,Mokaihaha (West Rd),OPEN,Tramping Track,1522.79626071643
515,2,100044323,MT KARANGAHAKE WALK,OPEN,Walking Track,5407.04035194088
516,2,100044324,Homunga Bay and William Wright Falls Tk,OPEN,Tramping Track,6220.60936541724
517,2,100044325,OROKAWA BAY TK,OPEN,Walking Track,3025.29931650346
518,2,100044326,ROTOMAHANA ISTHMUS TRACK,OPEN,Short Walk,1162.41936782253
519,2,100044327,TARAWERA FALLS TO LAKE TARAWERA TRACK,OPEN,Walking Track,4263.82183200301
520,6,100044328,OPEPE NORTH TK,OPEN,Walking Track,1231.64658483264
521,6,100044329,OPEPE SOUTH TK,OPEN,Walking Track,2903.48155669466
522,2,100044330,TRT - TONGARIRO RIVER W/WAY,OPEN,Walking Track,5871.58574582467
523,2,100044331,TRT - TONGARIRO RIVER LOOKOUT TK,OPEN,Walking Track,1354.14318367346
524,2,100044332,TOKATEA (LUCAS LOOKOUT) SHORT WALK,OPEN,Short Walk,316.659792840696
525,6,100044333,PAPA AROHA SHORT WALK,OPEN,Short Walk,484.78346726199
526,2,100044334,Waikawau Bay Camp Beach Access Walk,OPEN,Walking Track,185.609511826852
527,6,100044343,LOW LEVEL LOOP TRACK,OPEN,Walking Track,4540.76888272038
528,6,100044345,DEERFORD LOOP,OPEN,Tramping Track,4014.43080406121
529,6,100044346,OROUA CRPK - HERITAGE LODGE TK,OPEN,Tramping Track,2453.59969906159
530,2,100044347,OAONUI TK,OPEN,Tramping Track,2896.52182550106
531,2,100044348,IHAIA TK,OPEN,Tramping Track,4796.61917443021
532,2,100044349,BRAMES FALLS ROUTE:BOBS BLF-U/LAKE DV TK,OPEN,Tramping Track,2687.55044343121
533,6,100044352,MT MESSENGER - WHITECLIFFS TK,OPEN,Tramping Track,5442.77503876387
534,6,100044354,RUAPANI TK,OPEN,Tramping Track,9992.86454019049
535,6,100044355,NGAMOKO TK,OPEN,Tramping Track,7343.30493397338
536,6,100044356,Old Maori Trail,OPEN,Tramping Track,4960.77004002274
537,6,100044357,MOKAU TARNS TK,OPEN,Tramping Track,4883.4766905062
538,6,100044358,RAHUI ISLAND TK,OPEN,Tramping Track,164.845335601167
539,6,100044360,Wilkinson Track,OPEN,Walking Track,2542.01442231115
540,6,100044362,NGA TAONGA,OPEN,Walking Track,1190.30117493599
541,6,100044364,TAWA GROVE WALK,OPEN,Short Walk(disabled),409.910677309248
542,6,100044365,Gibbons o/night carpark to Parawai Lodge,OPEN,Walking Track,538.887579841632
543,6,100044366,PAPAITONGA TRACK,OPEN,Walking Track,1426.18674271111
544,6,100044367,ATIWHAKATU TRACK,OPEN,Walking Track,5007.9367354347
545,6,100044368,KIRIWHAKAPAPA ROADEND TO MIKIMIKI ROADEN,OPEN,Walking Track,5369.35839198643
546,6,100044369,KIRIWHAKAPAPA LOOP TRACK,OPEN,Walking Track,2108.03820998603
547,6,100044370,CARTER TRACK,OPEN,Walking Track,1117.04235586051
548,2,100044371,WHANGAMUMU WALK,OPEN,Walking Track,3351.9689526667
549,6,100044373,PAPARAHI RESERVE ACCESS TRACK,OPEN,Walking Track,382.444048528746
550,6,100044375,ROUND THE MTN TK - WAITONGA FALLS CRPK T,OPEN,Walking Track,1864.98684316623
551,6,100044376,RIMU TK,OPEN,Short Walk,566.088108935007
552,6,100044378,LAHAR MOUNDS WALK,OPEN,Short Walk,168.353951632804
553,6,100044379,TAWHAI FALLS TK,OPEN,Short Walk,300.743418998842
554,6,100044380,RIDGE WALK,OPEN,Walking Track,697.767981107172
555,6,100044381,"SILICA RAPIDS, UPPER TK",OPEN,Walking Track,3108.08304137994
556,2,100044382,TAC MANGATEPOPO ROADEND-SODA SPRINGS JN,OPEN,Walking Track,4283.08422076266
557,2,100044397,CAPE BRETT TK - DEEP WATER COVE TO CAPE,OPEN,Easy Tramping Track,4395.83814493847
558,2,100044398,WHANGAMUMU/TE TOROA TK,OPEN,Tramping Track,3461.15588702179
559,6,100044401,"TAURANGA TAUPO RIVER, ANGLERS TK.",OPEN,Tramping Track,6444.02289838049
560,6,100044403,HINEMAIAIA  T/L  ANGLERS TK,OPEN,Tramping Track,3188.45004552537
561,2,100044423,Tirohanga Track- Carpark to Ruapane Peak,OPEN,Walking Track,1818.91806861372
562,6,100044453,NGAAWAPURUA HUT - HARKNESS JUNCTN TK,OPEN,Tramping Track,5058.83140961594
563,6,100044454,OTUTU HUT TO MT MANSON TK,OPEN,Route,2825.86758237088
564,6,100044455,NGAAWAPURUA/OTUTU TK JUNCTN TO ROCKS AHE,OPEN,Tramping Track,2712.85232374492
565,6,100044456,MANSON HUT TO ROCKS AHEAD/OTUTU TK JUNCT,OPEN,Tramping Track,4376.06806272631
566,6,100044457,MANSON HUT - KIWI MOUTH HUT TK,OPEN,Tramping Track,5159.72903139404
567,6,100044465,Nikau Walk,OPEN,Walking Track,4555.81369269314
568,2,100044466,Ngarunui Track (Bryant Track),OPEN,Walking Track,796.097852555325
569,2,100044467,Water Race Track,OPEN,Walking Track,1286.0235321987
570,2,100044468,Manuka Track,OPEN,Walking Track,584.787359740616
571,6,100044489,CASTLEPOINT LIGHTHOUSE WALK,OPEN,Walking Track,523.218316612066
572,6,100044491,CIRCUIT TRACK MATIU,OPEN,Walking Track,2028.36137586952
573,6,100044492,MANGAONE W/WAY - KAITAWA SR TO MANGAONE,OPEN,Walking Track,3824.07503678585
574,6,100044494,Gentle Annie to Mountain House,OPEN,Walking Track,4520.67917023306
575,6,100044518,TAUREWA LOOP TK,OPEN,Walking Track,3406.46273903776
576,6,100044520,WAITAHANUI RIVER RIGHT BANK ANGLERS ACCE,OPEN,Tramping Track,3747.57980181401
577,6,100044524,Matai Falls Walk,OPEN,Short Walk,565.430542363961
578,6,100044525,Tahakopa Bay Walk,OPEN,Short Walk,1315.45902986799
579,6,100044527,Picnic Point Walk,OPEN,Short Walk,668.283544373686
580,6,100044529,Tautuku Bay Nature Walk,OPEN,Walking Track,541.011465474439
581,2,100044530,BLUE LAKES TRACK,OPEN,Walking Track,422.138966120701
582,2,100044532,GLENCOE WALK,OPEN,Short Walk,284.823973700086
583,2,100044534,SEALY TARNS TRACK,OPEN,Walking Track,1586.38589443689
